31/03/2019,27800
01/04/2019,33448
02/04/2019,34569
03/04/2019,36705
04/04/2019,37266
05/04/2019,43958
06/04/2019,53910
07/04/2019,53669
08/04/2019,55493
09/04/2019,55775
10/04/2019,12406
11/04/2019,20428
12/04/2019,19917
13/04/2019,13644
14/04/2019,12001
15/04/2019,15024
16/04/2019,15135
17/04/2019,15073
19/04/2019,21037
21/04/2019,None
22/04/2019,17787
23/04/2019,23744
24/04/2019,21162
25/04/2019,25859
26/04/2019,25122
29/04/2019,28475
30/04/2019,32269
01/05/2019,30958
03/05/2019,35745
